Portoflio Code;Porfoltio Name;Porfolio Currency;Holding Date;Category;Line Status;Associated Contract;Holding status;Asset Code;Asset Name;Tools Code;Quantity;Price;Market Value;Accruals;Currency;Exchange Rate;Future Exposure;Product Code;Asset Class Classifier;Instrument Type;Instrument Type Name
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw05W9;Name_frw05W9;frw05W9;2820847.625;;13434.7297;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw064P;Name_frw064P;frw064P;199880.4359;;-21.32081585;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw06F0;Name_frw06F0;frw06F0;70373.43828;;601.8349494;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw06F3;Name_frw06F3;frw06F3;138914.535;;-0.695415788;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw06F6;Name_frw06F6;frw06F6;93251.17944;;173.9250689;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw06F9;Name_frw06F9;frw06F9;142331.6106;;147.6810254;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw06GW;Name_frw06GW;frw06GW;69233.62809;;520.2658385;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw06GX;Name_frw06GX;frw06GX;200117.0985;;1270.824937;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw079B;Name_frw079B;frw079B;32931468.35;;774.5351383;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw07BP;Name_frw07BP;frw07BP;43411.51229;;89.62170962;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw07BS;Name_frw07BS;frw07BS;2792700.047;;5765.802929;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw07E9;Name_frw07E9;frw07E9;2316321.495;;-5981.776945;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw0AJG;Name_frw0AJG;frw0AJG;7793558.869;;131.6706574;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;CAT;;;NOR;frw0AK0;Name_frw0AK0;frw0AK0;324000.5374;;-656.0062587;;;;;;yyyy;xxxx;Forward Exchange
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutCIN22412;Name_FutCIN22412;FutCIN22412;-6.321961705;1979.564259;;;SEK;0.086154907;-136439.3368;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutTIN22412;Name_FutTIN22412;FutTIN22412;-4.741471279;1202.753214;;;CAD;0.680272109;-981839.359;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutXYCO2412;Name_FutXYCO2412;FutXYCO2412;17.38539469;88.59834207;;;USD;0.950028501;1855797.152;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutNCO22412;Name_FutNCO22412;FutNCO22412;19.75613033;96.45733071;;;USD;0.950028501;2293323.368;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;Fut CO22412;Name_Fut CO22412;Fut CO22412;11.06343298;74.32256229;;;GBP;1.20086943;1249523.703;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutYCO22412;Name_FutYCO22412;FutYCO22412;22.91711118;86.26316746;;;USD;0.950028501;2384024.008;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutUCO22412;Name_FutUCO22412;FutUCO22412;31.60980852;80.74528026;;;USD;0.950028501;6159479.45;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutQIN22412;Name_FutQIN22412;FutQIN22412;-5.531716492;16460.41267;;;USD;0.950028501;-2189300.562;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutMIN22412;Name_FutMIN22412;FutMIN22412;-0.790245213;9175.537169;;;CHF;1.075962987;-98725.38189;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutKCO22412;Name_FutKCO22412;FutKCO22412;20.54637554;95.1218163;;;EUR;1;2473167.224;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutSCO22412;Name_FutSCO22412;FutSCO22412;64.00986226;91.70005453;;;USD;0.950028501;7061699.841;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;Fut IN22412;Name_Fut IN22412;Fut IN22412;10.27318777;6461.044862;;;GBP;1.20086943;1008653.264;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutPCU22412;Name_FutPCU22412;FutPCU22412;2.370735639;0.658155726;;;GBP;1.20086943;296384.6598;8;yyyy;xxxx;Currency futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutAIN22412;Name_FutAIN22412;FutAIN22412;3.160980852;2606.307737;;;USD;0.950028501;990426.6534;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutPIN22412;Name_FutPIN22412;FutPIN22412;3.160980852;2121.808397;;;JPY;0.00615271;522194.8982;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutWPIN2412;Name_FutWPIN2412;FutWPIN2412;-65.59035269;9407.079017;;;USD;0.950028501;-7417704.338;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutVCO22412;Name_FutVCO22412;FutVCO22412;-2.370735639;83.89638305;;;USD;0.950028501;-239901.5671;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutATCO2412;Name_FutATCO2412;FutATCO2412;-1.580490426;98.66211485;;;EUR;1;-197324.2297;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutRDIN2412;Name_FutRDIN2412;FutRDIN2412;135.9221767;100.3611421;;;EUR;1;863105.8217;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutESIN2412;Name_FutESIN2412;FutESIN2412;75.86354046;863.1848463;;;USD;0.950028501;3936240.985;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutXOIN2412;Name_FutXOIN2412;FutXOIN2412;-30.81956331;398.3626119;;;EUR;1;-776807.0932;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutBCO22412;Name_FutBCO22412;FutBCO22412;-2.370735639;112.6968698;;;JPY;0.00615271;-2080173.562;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutFCU22412;Name_FutFCU22412;FutFCU22412;-5.531716492;0.733268533;;;CHF;1.075962987;-690348.5772;8;yyyy;xxxx;Currency futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutGIN22412;Name_FutGIN22412;FutGIN22412;-45.83422236;3767.098931;;;EUR;1;-2184917.38;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutFIN22412;Name_FutFIN22412;FutFIN22412;25.28784682;505.8359609;;;EUR;1;809337.5374;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutECU22412;Name_FutECU22412;FutECU22412;-7.112206918;0.829283327;;;USD;0.950028501;-443161.5735;8;yyyy;xxxx;Currency futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutXCO22412;Name_FutXCO22412;FutXCO22412;22.91711118;104.6916858;;;EUR;1;3036058.889;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutLIN22412;Name_FutLIN22412;FutLIN22412;23.70735639;608.014667;;;EUR;1;912022.0004;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutBCO22412;Name_FutBCO22412;FutBCO22412;11.06343298;105.7822242;;;EUR;1;1480951.139;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutUCO22412;Name_FutUCO22412;FutUCO22412;42.67324151;84.41794489;;;EUR;1;4558569.024;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutSIN22412;Name_FutSIN22412;FutSIN22412;5.531716492;4718.159045;;;USD;0.950028501;1568834.949;8;yyyy;xxxx;Index futures
111111;Ptf_1111111;EUR;21/11/2024;FUTU;;;NOR;FutECO22412;Name_FutECO22412;FutECO22412;-26.07809203;93.84161905;;;EUR;1;-3096773.429;8;yyyy;xxxx;Bond futures
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashAUD;Name_CashAUD;CashAUD;95178.18449;0.790245213;58966.72277;;AUD;0.619540301;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashCAD;Name_CashCAD;CashCAD;14870.54203;0.790245213;10115.57336;;CAD;0.680272109;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashCHF;Name_CashCHF;CashCHF;34195.6173;0.790245213;36793.21654;;CHF;1.075962987;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashDKK;Name_CashDKK;CashDKK;87008.76382;0.790245213;11665.25213;;DKK;0.134069824;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashEUR;Name_CashEUR;CashEUR;181067.5739;0.790245213;179563.516;;EUR;1;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashGBP;Name_CashGBP;CashGBP;1754.07569;0.790245213;2106.41442;;GBP;1.20086943;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashHKD;Name_CashHKD;CashHKD;8371.257201;0.790245213;1021.866085;;HKD;0.122068822;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashILS;Name_CashILS;CashILS;3577.961641;0.790245213;910.6311689;;ILS;0.254511211;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashJPY;Name_CashJPY;CashJPY;38137155.75;0.790245213;234646.871;;JPY;0.00615271;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashNOK;Name_CashNOK;CashNOK;96802.73109;0.790245213;8330.701817;;NOK;0.08605852;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashPLN;Name_CashPLN;CashPLN;327719.1864;0.790245213;75480.02655;;PLN;0.230319222;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashSEK;Name_CashSEK;CashSEK;915449.207;0.790245213;78870.4393;;SEK;0.086154907;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashSGD;Name_CashSGD;CashSGD;170205.0291;0.790245213;120337.2688;;SGD;0.707013575;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;TRES;;;NOR;CashUSD;Name_CashUSD;CashUSD;195976.3954;0.790245213;186051.3185;;USD;0.950028501;;;yyyy;xxxx;Treasury
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN75080555;Name_ISIN75080555;ISIN75080555;8328.394301;22.88550137;241190.2989;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1064612E;Name_ISIN1064612E;ISIN1064612E;324.7907826;96.08591546;37517.8714;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10040623;Name_ISIN10040623;ISIN10040623;534.205764;22.96847712;15526.69053;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1082176E;Name_ISIN1082176E;ISIN1082176E;511.2886529;55.6174581;34186.29241;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1021324P;Name_ISIN1021324P;ISIN1021324P;623.5034731;472.1636124;353920.8569;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN90820000;Name_ISIN90820000;ISIN90820000;34037.44182;2.844882767;122534.7905;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN59610900;Name_ISIN59610900;ISIN59610900;30694.70457;7.365085386;286074.6466;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1044343V;Name_ISIN1044343V;ISIN1044343V;12929.20193;33.58542156;522032.1867;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN41410012;Name_ISIN41410012;ISIN41410012;2516.140758;22.0557439;70225.48857;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10536796;Name_ISIN10536796;ISIN10536796;1817.56399;67.75562457;106012.2014;0;CAD;0.680272109;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10595369;Name_ISIN10595369;ISIN10595369;151.7270809;377.6739922;68889.80031;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10572189;Name_ISIN10572189;ISIN10572189;558.7033657;54.10808974;36342.79257;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN03060547;Name_ISIN03060547;ISIN03060547;1505.417131;65.0766933;123971.1007;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN77710012;Name_ISIN77710012;ISIN77710012;31880.07239;6.830879622;275571.3473;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1005625H;Name_ISIN1005625H;ISIN1005625H;3498.415558;193.4204184;813482.99;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN52671200;Name_ISIN52671200;ISIN52671200;4270.485132;72.35485171;420707.5698;0;CHF;1.075962987;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN83670312;Name_ISIN83670312;ISIN83670312;52826.312;5.199813502;347597.133;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1055073E;Name_ISIN1055073E;ISIN1055073E;1597.085576;194.1553464;372779.7429;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN34150315;Name_ISIN34150315;ISIN34150315;29011.48226;3.391732455;124517.2787;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN50720004;Name_ISIN50720004;ISIN50720004;23776.10773;10.48655398;315508.9495;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1019030N;Name_ISIN1019030N;ISIN1019030N;6555.874288;34.37566677;270929.6366;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN00069035;Name_ISIN00069035;ISIN00069035;7033.182396;2844.092522;155740.0093;0;JPY;0.00615271;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10608368;Name_ISIN10608368;ISIN10608368;2003.271615;71.92021684;173207.0601;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN00018578;Name_ISIN00018578;ISIN00018578;6875.133354;3040.86358;162773.1048;0;JPY;0.00615271;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN00096472;Name_ISIN00096472;ISIN00096472;22601.01309;1592.344104;280200.8329;0;JPY;0.00615271;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1090460D;Name_ISIN1090460D;ISIN1090460D;156.4685522;265.4038548;49923.96261;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN3024466L;Name_ISIN3024466L;ISIN3024466L;1472.226832;265.3485377;469641.1971;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10341202;Name_ISIN10341202;ISIN10341202;192.0295868;536.3394261;123817.6746;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10733537;Name_ISIN10733537;ISIN10733537;2602.277487;143.7535067;449724.7734;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10707834;Name_ISIN10707834;ISIN10707834;5003.042444;39.56757782;237984.361;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10811103;Name_ISIN10811103;ISIN10811103;3643.030432;63.91503283;279924.2866;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN65540A0D;Name_ISIN65540A0D;ISIN65540A0D;4777.032313;9.024600333;54553.70902;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN32960901;Name_ISIN32960901;ISIN32960901;2997.400093;11.2333357;42608.04628;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN2085411R;Name_ISIN2085411R;ISIN2085411R;306.6151427;177.7972705;65538.03845;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1062076C;Name_ISIN1062076C;ISIN1062076C;84.5562378;450.605723;45805.44953;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN62230022;Name_ISIN62230022;ISIN62230022;4976.964352;18.24676197;114918.1069;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10216688;Name_ISIN10216688;ISIN10216688;688.3035806;63.28283666;52364.95104;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1062620M;Name_ISIN1062620M;ISIN1062620M;3243.9566;67.56596572;263498.2812;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN88810WCH;Name_ISIN88810WCH;ISIN88810WCH;746.7817264;56.94507006;53813.0912;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN38331031;Name_ISIN38331031;ISIN38331031;341.3859321;58.79424385;25399.11334;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN68800405;Name_ISIN68800405;ISIN68800405;3693.606126;18.38110366;85913.27849;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1052278L;Name_ISIN1052278L;ISIN1052278L;113.7953107;287.9337458;39390.51548;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN1040636Q;Name_ISIN1040636Q;ISIN1040636Q;568.1863082;407.0553093;278047.47;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN32660307;Name_ISIN32660307;ISIN32660307;44327.22474;1.613680725;90516.19608;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISINBXB10000;Name_ISINBXB10000;ISINBXB10000;18923.21187;15.06207376;223453.577;0;AUD;0.619540301;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10706433;Name_ISIN10706433;ISIN10706433;1312.597299;143.7851165;226892.5346;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISINJ408B1KJ;Name_ISINJ408B1KJ;ISINJ408B1KJ;2402.345448;22.71954988;82940.96868;0;GBP;1.20086943;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN11040013;Name_ISIN11040013;ISIN11040013;897.7185621;46.00807631;52265.17468;0;EUR;1;;;yyyy;xxxx;Ordinary shares
111111;Ptf_1111111;EUR;21/11/2024;VMOB;;;NOR;ISIN10190742;Name_ISIN10190742;ISIN10190742;313.7273496;156.1366492;58888.70186;0;USD;0.950028501;;;yyyy;xxxx;Ordinary shares
